name,total.pop,white,black,hispanic,asian
"washington,pend oreille",13001,89.8,3.3,3,0.6
"washington,pierce:main",NA,NA,NA,NA,NA
"washington,pierce:penrose",NA,NA,NA,NA,NA
"washington,san juan:lopez island",NA,NA,NA,NA,NA
"washington,san juan:orcas island",NA,NA,NA,NA,NA
"washington,san juan:san juan island",NA,NA,NA,NA,NA
"washington,skagit",116901,76.7,3.9,16.9,1.8
"washington,skamania",11066,89.6,3.4,5,0.9
"washington,snohomish",713335,74.3,7.1,9,8.9
"washington,spokane",471221,86.7,5.5,4.5,2.1
"washington,stevens",43531,87.9,3.7,2.7,0.5
"washington,thurston",252264,78.9,8,7.1,5.2
"washington,wahkiakum",3978,92.5,3.3,2.7,0.6
"washington,walla walla",58781,74.2,4.9,19.7,1.3
"washington,whatcom",201140,81.9,4.7,7.8,3.5
"washington,whitman",44776,82.1,5.3,4.6,7.8
"washington,yakima",243231,47.7,4.7,45,1.1
"west virginia,barbour",16589,96.5,2.2,0.6,0.2
"west virginia,berkeley",104169,85.8,9.8,3.7999999999999994,0.8000000000000002
"west virginia,boone",24629,98.29999999999998,1.1,0.4,0.1
"west virginia,braxton",14523,97.8,1.3,0.5,0.20000000000000004
"west virginia,brooke",24069,96.6,2.3,0.7,0.4
"west virginia,cabell",96319,90.89999999999999,6.8999999999999995,1.1,1
"west virginia,calhoun",7627,97.9,0.9,0.7,0.2
"west virginia,clay",9386,98.5,0.8999999999999999,0.4,0.1
"west virginia,doddridge",8202,96.6,2.5,0.5,0.2
"west virginia,fayette",46039,92.9,6,0.9,0.2
"west virginia,gilmer",8693,80,14,5.7,0.4
"west virginia,grant",11937,97.29999999999998,1.5,1,0.2
"west virginia,greenbrier",35480,93.9,4.3,1.2,0.4
"west virginia,hampshire",23964,96.6,2.1,1,0.2
"west virginia,hancock",30676,95,3.6,1,0.3
"west virginia,hardy",14025,92.2,3.5,3.4,1
"west virginia,harrison",69099,95,3.2,1.3,0.5
"west virginia,jackson",29211,97.8,1.2,0.6,0.3
"west virginia,jefferson",53498,85.20000000000002,9.1,4.7,1.2
"west virginia,kanawha",193063,88.60000000000001,9.3,0.9,1
"west virginia,lewis",16372,97.5,1.4,0.6,0.3
"west virginia,lincoln",21720,98.7,0.7,0.4,0.1
"west virginia,logan",36743,96,2.9,0.7,0.3
"west virginia,mcdowell",22113,88.8,10.6,0.4,0.1
"west virginia,marion",56418,93.7,4.7,0.9,0.5
"west virginia,marshall",33107,97.4,1.4,0.8,0.4
"west virginia,mason",27324,97.4,1.6,0.4,0.29999999999999993
"west virginia,mercer",62264,91.1,7.5,0.8,0.5
"west virginia,mineral",28212,94.8,4,0.7,0.4
"west virginia,mingo",26839,96.70000000000002,2.7,0.4,0.2
"west virginia,monongalia",96189,89.7,5.4,1.8,3.1
"west virginia,monroe",13502,97.1,2,0.6,0.1
"west virginia,morgan",17541,96.6,1.9000000000000001,1,0.3
"west virginia,nicholas",26233,97.9,1.1,0.6,0.3
"west virginia,ohio",44443,92.6,5.6,0.8,0.8
"west virginia,pendleton",7695,95.6,3.1,0.9,0.3
"west virginia,pleasants",7605,96.7,2.3,0.8,0.1
"west virginia,pocahontas",8719,97.3,1.7,0.8,0
"west virginia,preston",33520,97.1,1.9,0.7,0.1
"west virginia,putnam",55486,96.2,2,0.9,0.7
"west virginia,raleigh",78859,87.8,9.9,1.3,0.9
"west virginia,randolph",29405,96.8,2,0.7,0.3
"west virginia,ritchie",10449,98.3,0.9,0.5,0.1
"west virginia,roane",14926,97.9,1,0.7,0.3
"west virginia,summers",13927,92.20000000000002,6.1,1.4,0.2
"west virginia,taylor",16895,96.9,1.8,0.8,0.4
"west virginia,tucker",7141,98.4,0.8,0.6,0.1
"west virginia,tyler",9208,98.5,0.7,0.5,0.1
"west virginia,upshur",24254,96.9,1.6,1,0.4
"west virginia,wayne",42481,98.2,0.9,0.5,0.2
"west virginia,webster",9154,98.2,1.2,0.5,0.1
"west virginia,wetzel",16583,98.4,0.8,0.5,0.2
"west virginia,wirt",5717,98.1,1.1,0.5,0.2
"west virginia,wood",86956,95.9,2.6,0.9000000000000001,0.5
"west virginia,wyoming",23796,97.8,1.5,0.39999999999999997,0.09999999999999999
"wisconsin,adams",20875,91.1,4.4,3.8,0.4
"wisconsin,ashland",16157,83.8,3.6,1.9,0.4
"wisconsin,barron",45870,95,2,1.9,0.5
"wisconsin,bayfield",15014,86.3,3.2,1.1,0.3
"wisconsin,brown",248007,83.7,4.4,7.3,2.7
"wisconsin,buffalo",13587,96.70000000000002,1.1,1.6999999999999997,0.2
"wisconsin,burnett",15457,91,2.9,1.3,0.3
"wisconsin,calumet",48971,92.6,1.7,3.5,2.1
"wisconsin,chippewa",62415,94.6,2.6,1.3,1.2
"wisconsin,clark",34690,94.7,0.8,3.7,0.4
"wisconsin,columbia",56833,94.4,2.3,2.5,0.5
"wisconsin,crawford",16644,96.1,2.5,0.9,0.4
"wisconsin,dane",488073,81.9,7.7,5.9,4.7
"wisconsin,dodge",88759,91.6,3.6999999999999997,4,0.5
"wisconsin,door",27785,95.3,1.5,2.4,0.4
"wisconsin,douglas",44159,92.5,3.8,1.1,0.9
"wisconsin,dunn",43857,94,1.7,1.4,2.6
"wisconsin,eau claire",98736,92.1,2.5,1.8000000000000003,3.3
"wisconsin,florence",4423,96.9,1.3,0.8,0.3
"wisconsin,fond du lac",101633,91.9,2.6,4.3,1.1
"wisconsin,forest",9304,82.2,3.2,1.5,0.1
"wisconsin,grant",51208,96.29999999999998,1.8000000000000003,1.3000000000000003,0.6
"wisconsin,green",36842,95.3,1.3,2.8,0.5
"wisconsin,green lake",19051,94.4,1.1,3.9,0.5
"wisconsin,iowa",23687,96.7,1.2,1.4,0.5
"wisconsin,iron",5916,97.6,1,0.6,0.3
"wisconsin,jackson",20449,88,3.3999999999999995,2.5,0.3
"wisconsin,jefferson",83686,90.7,2.1,6.6,0.7
"wisconsin,juneau",26664,92.70000000000002,3.3,2.6000000000000005,0.4
"wisconsin,kenosha",166426,78,9.5,11.8,1.4
"wisconsin,kewaunee",20574,95.9,1.3,2.3,0.3
"wisconsin,la crosse",114638,91.1,3,1.5,4.1
"wisconsin,lafayette",16836,95.6,0.8,3.1,0.3
"wisconsin,langlade",19977,95.7,1.7999999999999998,1.6,0.3
"wisconsin,lincoln",28743,96.6,1.6,1.2,0.4
"wisconsin,manitowoc",81442,92.3,1.8,3.1,2.5
"wisconsin,marathon",134063,90.3,1.9,2.2,5.3
"wisconsin,marinette",41749,96.4,1.3,1.3,0.5
"wisconsin,marquette",15404,95.4,1.3,2.5,0.4
"wisconsin,milwaukee",947735,54.3,29.8,13.3,3.4
"wisconsin,monroe",44673,92.4,2.5,3.7,0.6
"wisconsin,oconto",37660,96,1.2,1.4,0.3
"wisconsin,oneida",35998,96,1.7,1.1,0.5
"wisconsin,outagamie",176695,89.6,2.5,3.6,3
"wisconsin,ozaukee",86395,93.4,2.5,2.3,1.7
"wisconsin,pepin",7469,97.8,0.9,1,0.2
"wisconsin,pierce",41019,95.7,1.7999999999999998,1.5,0.7
"wisconsin,polk",44205,96.1,1.2,1.5,0.4
"wisconsin,portage",70019,92.7,1.8,2.6,2.8
"wisconsin,price",14159,96.5,1.3,1.1,0.4
"wisconsin,racine",195408,74.4,13.700000000000001,11.5,1.1
"wisconsin,richland",18021,96.1,1.2,2,0.5
"wisconsin,rock",160331,84.5,7.300000000000001,7.599999999999999,1
"wisconsin,rusk",14755,96.8,1.4,1.2,0.3
"wisconsin,st croix",84345,94.7,2,2,1.1
"wisconsin,sauk",61976,92.5,1.8,4.3,0.5
"wisconsin,sawyer",16557,78.5,3.5,1.6,0.3
"wisconsin,shawano",41949,88.1,2.3,2.2,0.4000000000000001
"wisconsin,sheboygan",115507,87,3.1,5.5,4.6
"wisconsin,taylor",20689,97.2,1,1.5,0.3
"wisconsin,trempealeau",28816,92.90000000000002,1.1,5.8,0.4000000000000001
"wisconsin,vernon",29773,97,1.3,1.3,0.3
"wisconsin,vilas",21430,86.5,1.4,1.3,0.3
"wisconsin,walworth",102228,86.8,2.4,10.3,0.8
"wisconsin,washburn",15911,95.7,1.7,1.3,0.4
"wisconsin,washington",131887,94.3,2,2.6,1.1
"wisconsin,waukesha",389891,90.60000000000001,2.6,4.1,2.6999999999999997
"wisconsin,waupaca",52410,95.7,1.2,2.5,0.4
"wisconsin,waushara",24496,91.10000000000001,3,5.3999999999999995,0.39999999999999997
"wisconsin,winnebago",166994,90.7,3.3,3.5,2.3
"wisconsin,wood",74749,93.9,1.6,2.2,1.8000000000000003
"wyoming,albany",36299,84.8,3.7999999999999994,8.8,2.8
"wyoming,big horn",11668,89.4,1.4,8.4,0.3
"wyoming,campbell",46133,88.9,2.4,7.799999999999999,0.6
"wyoming,carbon",15885,79.8,3,16.8,0.7
"wyoming,converse",13833,91.3,2,6.3,0.3
"wyoming,crook",7083,95.9,1.4,2,0.2
"wyoming,fremont",40123,71.5,3.1,5.6,0.4
"wyoming,goshen",13249,87.9,1.8,9.7,0.3
"wyoming,hot springs",4812,94.6,1.7,2.2,0.4
"wyoming,johnson",8569,94.4,1.3,3.2,0.4
"wyoming,laramie",91738,80.8,5.5,13.1,1.1
"wyoming,lincoln",18106,93.5,1.4,4.3,0.3
"wyoming,natrona",75450,89.1,3.3,6.9,0.7
"wyoming,niobrara",2484,95,1.7999999999999998,2.1,0.4
"wyoming,park",28205,92.5,1.8,4.8,0.6
"wyoming,platte",8667,91.2,1.8,6.7,0.4
"wyoming,sheridan",29116,93.09999999999998,1.8999999999999997,3.5,0.6999999999999998
"wyoming,sublette",10247,90.4,1.6999999999999997,6.9,0.5
"wyoming,sweetwater",43806,80.9,3.3,15.3,0.8
"wyoming,teton",21294,82.2,1.9,15,1.1
"wyoming,uinta",21118,88.5,2.3,8.8,0.3
"wyoming,washakie",8533,83.9,2.6,13.6,0.6
"wyoming,weston",7208,93.8,2,3,0.3
"new mexico,valencia",76569,36.2,5.4,58.300000000000004,0.5
